submissiondate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,caseid,time,association,vehicle,origin,destination,specify_destination,passengers,registration,instanceid,formdef_version,key,time_interval,date,day of the week,day,month,year,city,specify_origin
"Dec 9, 2020 9:40:46 PM","Dec 9, 2020 9:33:42 PM","Dec 9, 2020 9:34:23 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),41,,"Dec 9, 2020 6:35:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Thetsane,,,R 7890,uuid:21094c24-a45c-4f47-9d95-bdf14c7e1579,2012082234,uuid:21094c24-a45c-4f47-9d95-bdf14c7e1579,21:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:40:47 PM","Dec 9, 2020 9:34:30 PM","Dec 9, 2020 9:35:18 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),49,,"Dec 9, 2020 6:36:00 PM",Not Visible,4+1 Taxi,Other,Motimposo,,,Av178,uuid:e5f3d26c-5f88-4259-bb2c-b98358a09ce0,2012082234,uuid:e5f3d26c-5f88-4259-bb2c-b98358a09ce0,21:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:40:47 PM","Dec 9, 2020 9:35:29 PM","Dec 9, 2020 9:36:14 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),45,,"Dec 9, 2020 6:37:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Thamae,,,RH 777,uuid:3e2874a1-b94e-40eb-89d5-556695a4c891,2012082234,uuid:3e2874a1-b94e-40eb-89d5-556695a4c891,21:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:40:48 PM","Dec 9, 2020 9:36:25 PM","Dec 9, 2020 9:36:59 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),34,,"Dec 9, 2020 6:37:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Thetsane,,,M3714,uuid:661552cd-665b-4018-9e3a-20b7e1950890,2012082234,uuid:661552cd-665b-4018-9e3a-20b7e1950890,21:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:19 PM","Dec 9, 2020 8:48:08 PM","Dec 9, 2020 8:48:49 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),41,,"Dec 9, 2020 3:47:00 PM",Justice MRTO,Minibus Taxi,Other,Leqele,,,M 6730,uuid:09f5580a-37fd-4275-a80f-d8eae7778f55,2012082234,uuid:09f5580a-37fd-4275-a80f-d8eae7778f55,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:20 PM","Dec 9, 2020 8:48:56 PM","Dec 9, 2020 8:49:31 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),35,,"Dec 9, 2020 3:49:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,A 2237,uuid:1cec1fe0-3ccc-49e8-9c9c-5557bc97cd15,2012082234,uuid:1cec1fe0-3ccc-49e8-9c9c-5557bc97cd15,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:20 PM","Dec 9, 2020 8:49:38 PM","Dec 9, 2020 8:50:20 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),43,,"Dec 9, 2020 3:52:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,A 3749,uuid:32cac912-cc8e-406d-84cd-f944dc56c59c,2012082234,uuid:32cac912-cc8e-406d-84cd-f944dc56c59c,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:21 PM","Dec 9, 2020 8:50:26 PM","Dec 9, 2020 8:51:15 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),49,,"Dec 9, 2020 3:54:00 PM",Justice MRTO,Minibus Taxi,Other,Leqele,,,R 0820,uuid:31b4bdd2-21a8-4717-944a-ebdc87f15cc1,2012082234,uuid:31b4bdd2-21a8-4717-944a-ebdc87f15cc1,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:21 PM","Dec 9, 2020 8:51:21 PM","Dec 9, 2020 8:52:04 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),42,,"Dec 9, 2020 3:58:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,CG 289,uuid:49d99f89-b374-45d9-9294-65a8923c0e5a,2012082234,uuid:49d99f89-b374-45d9-9294-65a8923c0e5a,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:21 PM","Dec 9, 2020 8:52:10 PM","Dec 9, 2020 8:52:55 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),45,,"Dec 9, 2020 3:59:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,RJ 480,uuid:a2827239-3eae-4158-9a31-03d94f661e3a,2012082234,uuid:a2827239-3eae-4158-9a31-03d94f661e3a,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:22 PM","Dec 9, 2020 8:53:02 PM","Dec 9, 2020 8:53:46 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),44,,"Dec 9, 2020 5:03:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,A 7407,uuid:44a45e9e-b0a1-46eb-889b-42674a8e136c,2012082234,uuid:44a45e9e-b0a1-46eb-889b-42674a8e136c,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:22 PM","Dec 9, 2020 8:53:55 PM","Dec 9, 2020 8:54:39 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),44,,"Dec 9, 2020 4:05:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,RH 885,uuid:36a2ed83-5ea7-4054-aafe-af9fbbabcde3,2012082234,uuid:36a2ed83-5ea7-4054-aafe-af9fbbabcde3,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:23 PM","Dec 9, 2020 8:54:43 PM","Dec 9, 2020 8:55:39 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),57,,"Dec 9, 2020 4:06:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,H 8626,uuid:5d97b50c-2e8d-4494-9d00-4aadef9e854c,2012082234,uuid:5d97b50c-2e8d-4494-9d00-4aadef9e854c,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:23 PM","Dec 9, 2020 8:55:47 PM","Dec 9, 2020 8:56:40 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),53,,"Dec 9, 2020 4:10:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,CU 103,uuid:3cbb8801-849c-4a21-a6ab-baa1591c89e9,2012082234,uuid:3cbb8801-849c-4a21-a6ab-baa1591c89e9,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:24 PM","Dec 9, 2020 8:56:53 PM","Dec 9, 2020 8:58:01 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),69,,"Dec 9, 2020 4:12:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,AB 387,uuid:b2981145-7d08-4779-81db-105e4ada997c,2012082234,uuid:b2981145-7d08-4779-81db-105e4ada997c,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:24 PM","Dec 9, 2020 8:58:12 PM","Dec 9, 2020 8:59:37 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),85,,"Dec 9, 2020 4:18:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,R 5412,uuid:309482bc-a45d-4ebf-a156-cc738b76dff7,2012082234,uuid:309482bc-a45d-4ebf-a156-cc738b76dff7,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:24 PM","Dec 9, 2020 8:59:49 PM","Dec 9, 2020 9:00:37 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),47,,"Dec 9, 2020 4:19:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,A 9967,uuid:974d20dc-5cc8-4f32-96ce-522c1b53bdc0,2012082234,uuid:974d20dc-5cc8-4f32-96ce-522c1b53bdc0,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:25 PM","Dec 9, 2020 9:00:45 PM","Dec 9, 2020 9:01:41 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),55,,"Dec 9, 2020 4:20:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,A 4656,uuid:ceec1096-0977-4e50-821b-2da3632605df,2012082234,uuid:ceec1096-0977-4e50-821b-2da3632605df,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:25 PM","Dec 9, 2020 9:01:45 PM","Dec 9, 2020 9:02:33 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),48,,"Dec 9, 2020 4:21:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,RH 224,uuid:ee761aa7-c3be-4331-b0e3-0ea51e8744ea,2012082234,uuid:ee761aa7-c3be-4331-b0e3-0ea51e8744ea,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:26 PM","Dec 9, 2020 9:02:40 PM","Dec 9, 2020 9:03:34 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),54,,"Dec 9, 2020 4:24:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,M 4111,uuid:858b25db-da84-4952-89f6-f25a34c250e0,2012082234,uuid:858b25db-da84-4952-89f6-f25a34c250e0,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:26 PM","Dec 9, 2020 9:07:39 PM","Dec 9, 2020 9:08:41 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),62,,"Dec 9, 2020 4:27:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,RC 529,uuid:fb38afbc-8c35-4c48-8241-f98c02b969f2,2012082234,uuid:fb38afbc-8c35-4c48-8241-f98c02b969f2,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:27 PM","Dec 9, 2020 9:08:44 PM","Dec 9, 2020 9:09:52 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),68,,"Dec 9, 2020 4:29:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,M 5432,uuid:40b87525-4c8d-432d-8a63-a2e0c23ca6a0,2012082234,uuid:40b87525-4c8d-432d-8a63-a2e0c23ca6a0,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:27 PM","Dec 9, 2020 9:10:09 PM","Dec 9, 2020 9:10:51 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),42,,"Dec 9, 2020 4:30:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,A 6554,uuid:66de0a7e-f962-44e8-a959-00b028c71be3,2012082234,uuid:66de0a7e-f962-44e8-a959-00b028c71be3,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:28 PM","Dec 9, 2020 9:11:07 PM","Dec 9, 2020 9:11:51 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),45,,"Dec 9, 2020 4:32:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,AB 938,uuid:ffb77d16-38eb-46c4-b05e-c2187f5861f3,2012082234,uuid:ffb77d16-38eb-46c4-b05e-c2187f5861f3,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:28 PM","Dec 9, 2020 9:11:58 PM","Dec 9, 2020 9:12:45 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),47,,"Dec 9, 2020 4:36:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,J 4128,uuid:48d01403-d19e-4e8d-8a36-90748cec8b3f,2012082234,uuid:48d01403-d19e-4e8d-8a36-90748cec8b3f,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:29 PM","Dec 9, 2020 9:12:52 PM","Dec 9, 2020 9:13:43 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),51,,"Dec 9, 2020 4:36:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,M 3952,uuid:36abb885-89ce-447d-a186-a6ac1e0f3975,2012082234,uuid:36abb885-89ce-447d-a186-a6ac1e0f3975,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:29 PM","Dec 9, 2020 9:13:51 PM","Dec 9, 2020 9:14:49 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),58,,"Dec 9, 2020 4:37:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,E 84 BBC,uuid:c122358a-420b-4cff-8972-053d2c3d27fb,2012082234,uuid:c122358a-420b-4cff-8972-053d2c3d27fb,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:29 PM","Dec 9, 2020 9:14:56 PM","Dec 9, 2020 9:15:51 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),55,,"Dec 9, 2020 4:40:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,R 8586,uuid:b7a181b4-9d0a-4d38-82d2-c77a2b6f4686,2012082234,uuid:b7a181b4-9d0a-4d38-82d2-c77a2b6f4686,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:30 PM","Dec 9, 2020 9:16:00 PM","Dec 9, 2020 9:16:46 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),46,,"Dec 9, 2020 4:40:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,RV 954,uuid:dec98c88-19f4-4285-8b08-3226b5589b1b,2012082234,uuid:dec98c88-19f4-4285-8b08-3226b5589b1b,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:30 PM","Dec 9, 2020 9:16:53 PM","Dec 9, 2020 9:17:38 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),46,,"Dec 9, 2020 4:41:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,M 9449,uuid:2f2102bd-1fb9-42e3-a993-dc23582bd77d,2012082234,uuid:2f2102bd-1fb9-42e3-a993-dc23582bd77d,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:31 PM","Dec 9, 2020 9:17:45 PM","Dec 9, 2020 9:18:39 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),55,,"Dec 9, 2020 4:43:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,RR 163,uuid:b813437a-2360-4fce-b4e6-c79b01bbbb2a,2012082234,uuid:b813437a-2360-4fce-b4e6-c79b01bbbb2a,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:31 PM","Dec 9, 2020 9:18:43 PM","Dec 9, 2020 9:20:08 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),84,,"Dec 9, 2020 4:45:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,F 06 BBC,uuid:6f4b4ceb-60c2-4640-8856-297293cb7a42,2012082234,uuid:6f4b4ceb-60c2-4640-8856-297293cb7a42,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:32 PM","Dec 9, 2020 9:20:15 PM","Dec 9, 2020 9:20:59 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),43,,"Dec 9, 2020 4:47:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,D 5423,uuid:6d467814-fd6e-4360-8cbb-eeafa4442ccf,2012082234,uuid:6d467814-fd6e-4360-8cbb-eeafa4442ccf,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:32 PM","Dec 9, 2020 9:33:45 PM","Dec 9, 2020 9:34:49 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),64,,"Dec 9, 2020 4:49:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,C 1177,uuid:ed43ad83-9a82-44dd-b1d3-79c877936eb7,2012082234,uuid:ed43ad83-9a82-44dd-b1d3-79c877936eb7,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:33 PM","Dec 9, 2020 9:34:54 PM","Dec 9, 2020 9:35:52 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),58,,"Dec 9, 2020 4:50:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,AK 128,uuid:49517026-fa0e-46f7-b885-244dc41fd8b5,2012082234,uuid:49517026-fa0e-46f7-b885-244dc41fd8b5,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:33 PM","Dec 9, 2020 9:36:21 PM","Dec 9, 2020 9:37:09 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),49,,"Dec 9, 2020 4:50:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,AK 128,uuid:007d772a-f0d3-4385-a487-ed7b42be9871,2012082234,uuid:007d772a-f0d3-4385-a487-ed7b42be9871,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:34 PM","Dec 9, 2020 9:37:16 PM","Dec 9, 2020 9:38:36 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),80,,"Dec 9, 2020 4:54:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,DH 869,uuid:c7afdc35-58e8-4558-92c6-585cec983b9a,2012082234,uuid:c7afdc35-58e8-4558-92c6-585cec983b9a,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:35 PM","Dec 9, 2020 9:38:44 PM","Dec 9, 2020 9:39:22 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),37,,"Dec 9, 2020 4:56:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,C 3934,uuid:62e5a020-700f-43a1-ba08-eab1a6314323,2012082234,uuid:62e5a020-700f-43a1-ba08-eab1a6314323,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:35 PM","Dec 9, 2020 9:39:35 PM","Dec 9, 2020 9:40:31 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),56,,"Dec 9, 2020 4:56:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,C 3934,uuid:35f6520c-3d83-4e7d-9baa-917a8f2bcb9d,2012082234,uuid:35f6520c-3d83-4e7d-9baa-917a8f2bcb9d,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:36 PM","Dec 9, 2020 9:41:02 PM","Dec 9, 2020 9:41:47 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),45,,"Dec 9, 2020 4:59:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,A 8499,uuid:8477eecd-e75f-4738-b8ad-a42425ed0891,2012082234,uuid:8477eecd-e75f-4738-b8ad-a42425ed0891,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:36 PM","Dec 9, 2020 9:42:02 PM","Dec 9, 2020 9:42:48 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),46,,"Dec 9, 2020 5:01:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,A 1751,uuid:ffdfe49a-2c4f-49bd-a04b-073a055d8b8d,2012082234,uuid:ffdfe49a-2c4f-49bd-a04b-073a055d8b8d,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:37 PM","Dec 9, 2020 9:42:51 PM","Dec 9, 2020 9:43:38 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),46,,"Dec 9, 2020 5:01:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,AR 021,uuid:2e9309fa-a259-4d81-9f46-438cd601e7cb,2012082234,uuid:2e9309fa-a259-4d81-9f46-438cd601e7cb,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:37 PM","Dec 9, 2020 9:43:44 PM","Dec 9, 2020 9:44:24 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),40,,"Dec 9, 2020 5:02:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,AG 302,uuid:56203c18-8249-42b9-8f8f-03030a082c5a,2012082234,uuid:56203c18-8249-42b9-8f8f-03030a082c5a,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:37 PM","Dec 9, 2020 9:44:31 PM","Dec 9, 2020 9:45:34 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),63,,"Dec 9, 2020 5:09:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,AB 793,uuid:c0f2d6d8-4801-494b-97cc-2a239a215137,2012082234,uuid:c0f2d6d8-4801-494b-97cc-2a239a215137,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:38 PM","Dec 9, 2020 9:45:44 PM","Dec 9, 2020 9:46:38 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),54,,"Dec 9, 2020 5:13:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,D 6238,uuid:eb3e1da8-53cb-4340-b8f1-200b80b2aea1,2012082234,uuid:eb3e1da8-53cb-4340-b8f1-200b80b2aea1,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:38 PM","Dec 9, 2020 9:46:46 PM","Dec 9, 2020 9:47:35 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),50,,"Dec 9, 2020 5:15:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,RV 102,uuid:7eb73f3a-5462-4198-9d6f-22032671d8bb,2012082234,uuid:7eb73f3a-5462-4198-9d6f-22032671d8bb,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:39 PM","Dec 9, 2020 9:48:23 PM","Dec 9, 2020 9:49:25 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),61,,"Dec 9, 2020 5:17:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,E 7835,uuid:e52df3f9-b5fc-4e96-87b1-c5bb7bba3df1,2012082234,uuid:e52df3f9-b5fc-4e96-87b1-c5bb7bba3df1,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:39 PM","Dec 9, 2020 9:49:28 PM","Dec 9, 2020 9:50:19 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),52,,"Dec 9, 2020 5:17:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,MR 534,uuid:e5604039-3daa-4ab2-ae2d-a8935bc8db28,2012082234,uuid:e5604039-3daa-4ab2-ae2d-a8935bc8db28,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:40 PM","Dec 9, 2020 9:50:31 PM","Dec 9, 2020 9:51:15 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),44,,"Dec 9, 2020 5:17:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,A 2164,uuid:b958082b-3e1f-49dd-acc2-5a51c2a35a3f,2012082234,uuid:b958082b-3e1f-49dd-acc2-5a51c2a35a3f,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:40 PM","Dec 9, 2020 9:51:19 PM","Dec 9, 2020 9:52:08 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),49,,"Dec 9, 2020 5:17:00 PM",Justice MRTO,Minibus Taxi,Other,Leqele,,,AH 403,uuid:234b513d-1d97-4408-9880-f37246320495,2012082234,uuid:234b513d-1d97-4408-9880-f37246320495,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:40 PM","Dec 9, 2020 9:52:11 PM","Dec 9, 2020 9:53:10 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),60,,"Dec 9, 2020 5:17:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,AL 456,uuid:3496b995-a4b2-4a63-bd42-b02586080721,2012082234,uuid:3496b995-a4b2-4a63-bd42-b02586080721,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:41 PM","Dec 9, 2020 9:53:20 PM","Dec 9, 2020 9:53:53 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),34,,"Dec 9, 2020 5:19:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,A 2237,uuid:7bee4ebc-e582-4bac-9928-a8e6cdfff5e2,2012082234,uuid:7bee4ebc-e582-4bac-9928-a8e6cdfff5e2,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:41 PM","Dec 9, 2020 9:54:07 PM","Dec 9, 2020 9:56:01 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),114,,"Dec 9, 2020 5:20:00 PM",Justice MRTO,Minibus Taxi,Other,Pita,,,MF 810,uuid:c1421ff1-7410-4e00-85c5-47204fbd8e40,2012082234,uuid:c1421ff1-7410-4e00-85c5-47204fbd8e40,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 9:58:42 PM","Dec 9, 2020 9:56:40 PM","Dec 9, 2020 9:57:25 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),45,,"Dec 9, 2020 5:20:00 PM",Justice MRTO,Minibus Taxi,Other,Lithabaneng,,,DD 209,uuid:a2beafe3-b144-4bfa-b37a-808315b18be0,2012082234,uuid:a2beafe3-b144-4bfa-b37a-808315b18be0,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 10:05:32 PM","Dec 9, 2020 10:02:37 PM","Dec 9, 2020 10:04:03 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),87,,"Dec 9, 2020 6:31:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Tsosane,,,F8081,uuid:5e010311-40dd-4ab0-88cd-7c9de334410b,2012082234,uuid:5e010311-40dd-4ab0-88cd-7c9de334410b,22:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 10:26:01 PM","Dec 9, 2020 10:02:56 PM","Dec 9, 2020 10:03:47 PM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),51,,"Dec 9, 2020 5:23:00 PM",Justice MRTO,Minibus Taxi,Other,Abia,,,RA 667,uuid:e45fb1b9-a294-49a2-85f9-b97db9e1cef3,2012082234,uuid:e45fb1b9-a294-49a2-85f9-b97db9e1cef3,22:30:00,2020-12-09,Wednesday,9,December,2020,Maseru,
